"BldrID"	"Builder"	"DBA"	"Active"	"MailAddr1"	"MailAddr2"	"MailCity"	"MailState"	"MailZip"	"Web_Address"	"VendorNo"	"ChargeNo"	"SoalrChargeNo"	"SiteCity"	"SiteState"	"SiteZip"	"Bldr_Comment"	"Phone"	"Phone2"	"Fax"	"PayPoint"	"SiteAddr"
"COU01"	"Countrywalk Homes"		0	"6991 E. Camelback RD"	"C-151"	"Scottsdale"	"AZ"	"85251"			"DSM2044"	"RPM1211"				"Casa Grande Projects"
"DAV01"	"David Weekley Homes"	" "	1	"1753 E. Broadway"	"101"	"Tempe"	"AZ"	"85282"	" www.davidweekleyhomes.com"	" "	"DSM2044"	"RPM1211"				" "	"602-267-0004"	"000-000-0000"	"000-000-0000"	" "
"DOR01"	"Dorn Homes"	" "	1	"3950 S. Camino Del Heroe"	" "	"Green Valley"	"AZ"	"85614"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"DOU01"	"Doucette Homes"	" "	0	"3044 N. Alvernon Way"		"Tucson"	"AZ"	"85712"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-774-1076"	"000-000-0000"	"000-000-0000"	" "
"DRHOR"	"DR Horton"	" "	1	"20410 N. 19th Ave."	" 100"	"Phoenix"	"AZ"	"85027"	" "	" "	"DSM2044"					" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"EGS01"	"EnviroGreen Solar"	" "	0	"2131 E. Broadway"	" #27"	"Tempe"	"AZ"	"85282"	" "	" "	"DSM2044"	"RPM1211"				" "	"623-734-3480"	"000-000-0000"	"000-000-0000"	" "
"ELI01"	"Elite Communities"		0	"7661 E. Gray Street"		"Scottsdale"	"AZ"	"85260"			"DSM2044"	"RPM1211"		"AZ"
"ELL01"	"Elliott Construction"	" Elliott Homes"	1	"11463 Foothills Blvd."	" "	"Yuma"	"AZ"	"85367"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"EMP01"	"Empire Communities"		0	"1016 West University Ave"		"Flagstaff"	"AZ"	"86001"		"32096"	"DSM2044"	"RPM1211"	"Flagstaff"	"AZ"						"500"	"1016 West University Ave"
"EQU01"	"Equus Development"	" "	0	"2701 E. Camelback Rd."	"175"	"Phoenix"	"AZ"	"85016"	" "	" "	"DSM2044"	"RPM1211"				" Equus manages for Windsor Las Piedras"	"602-956-1117"	"000-000-0000"	"000-000-0000"	" "
"ERI01"	"Ericksen Homes"	"n/a"	1	"8240 N. Granite Oaks Dr."	" "	"Prescott"	"AZ"	"86305"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-708-9232"	"000-000-0000"	"000-000-0000"	" "
"FOR01"	"Prescott Green Builders"	" "	1	"2006Dineh Dr."	" "	"Prescott"	"AZ"	"86305"	" "	" "	"DSM2044"					" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"HAB01"	"Habitat for Humanity Central Arizona"	" "	1	"9133 NW Grand Ave."	"Suite 1"	"Peoria"	"AZ"	"85345"	" "	" "	"DSM2044"	"RPM1211"				" Mail checks to Paul Murphy's attention"	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"HAB02"	"Habitat for Humanity - Flagstaff"	" "	1	"P.O. Box 3783"		"Flagstaff"	"AZ"	"86003"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-779-1312"	"000-000-0000"	"000-000-0000"	" "
"HAB03"	"Habitat for Humanity - Prescott"	" "	1	"1230 Willow Creek Rd."	" "	"Prescott"	"AZ"	"86301"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"HOM01"	"Homes By Towne"		1	"706 E. Bell Road"	"Suite 212"	"Phoenix"	"AZ"	"85022"		"26903"	"DSM2044"	"RPM1211"		"AZ"
"HOP01"	"Hope Construction LLC"	" "	1	"5400 Lindsey Rd."	" "	"Flagstaff"	"AZ"	"86004"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"HUN01"	"Hunter Custom Homes"	" "	1	"11200 Margaret Way"	" "	"Flagstaff"	"AZ"	"86004"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-526-0671"	"000-000-0000"	"000-000-0000"	" "
"JAC01"	"Jacobson Companies"	"Jacobson Homes"	1	"1334 S. 5th Ave"	" "	"Yuma"	"AZ"	"85364"	" http://jacobsoncompanies.com/homes.html"	" "	"DSM2044"	"RPM1211"				" "	"928-782-1801"	"000-000-0000"	"928-782-9892"	" "
"JCH01"	"Avatar Properties of Arizona"	" "	1	"4900 N. Scottsdale Rd."	"#1400"	"Scottsdale"	"AZ"	"85251"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-467-2570"	"000-000-0000"	"000-000-0000"	" "
"JLH01"	"John Laing Homes"	" "	0	"8777 N. Gainey Center Dr."	"175"	"Scottsdale"	"AZ"	"85258"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-951-2700"	"000-000-0000"	"000-000-0000"	" "
"KBH01"	"KB Homes"	" "	1	"1546 E. Southern Ave."	" "	"Tempe"	"AZ"	"85282"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"KEY01"	"Keystone at Ironwood LLC"	" "	1	"4025 S. McClintock Dr."	"Suite 209"	"Scottsdale"	"AZ"	"85282"	"www.keystonehomesaz.com"	"36329"	"DSM2044"	"RPM1211"	"Chandler"	"AZ"		" "	"520-836-2255"	"000-000-0000"	"480-917-9310"	"500"	"58 W. Buffalo St."
"KHOV1"	"K. Hovnanian Homes"	" "	1	"20830 N. Tatum Blvd."	" "	"Phoenix"	"AZ"	"85050"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"LEN01"	"Lennar"	" "	1	"1725 W. Greentree Dr."	"114"	"Tempe"	"AZ"	"85284"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"LIB01"	"Liberty Companies, LLC"	" "	1	"3205 S. Clearwater Dr."	"-"	"Prescott"	"AZ"	"86305"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-717-9345"	"000-000-0000"	"000-000-0000"	" "
"LOV01"	"Loven Contracting"	" "	1	"1100 S. Pinnacle St."	" "	"Flagstaff"	"AZ"	"86001"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"MAR01"	"Maracay Homes"	" "	1	"15279 N. Scottsdale Rd."	"#300"	"Scottsdale"	"AZ"	"85254"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-970-6000"	"000-000-0000"	"000-000-0000"	" "
"MAT01"	"Mattamy Homes"	" "	1	"4015 S. McClintock Dr."	" #110"	"Tempe"	"AZ"	"85282"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"MCH01"	"MC Homes"	" "	1	"PO Box 20926"	" "	"Mesa"	"AZ"	"85277"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-786-1104"	"000-000-0000"	"000-000-0000"	" "
"MER01"	"Meritage Homes of Arizona, Inc."	"Monterey Homes"	1	"17851 N. 85 Street"	"Suite 105"	"Scottsdale"	"AZ"	"85255"			"DSM2044"	"RPM1211"
"MER02"	"Meritage Active"	"Meritage Homes, Inc."	1	"3275 W. Ina Rd."	"220"	"Tucson"	"AZ"	"85741"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-515-8100"	"000-000-0000"	"000-000-0000"	" "
"MON01"	"Monogram Design Builders"		0	"21819 N. Scottsdale Road"	"Suite 100"	"Scottsdale"	"AZ"	"85255"			"DSM2044"	"RPM1211"		"AZ"
"MONA1"	"Monarch Privada"	" "	1	"10585 E. Crescent Moon Dr."	"#23"	"Scottsdale"	"AZ"	"85262"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-344-7025"	"000-000-0000"	"000-000-0000"	" "
"NIC01"	"Nicholas Homes"	"n/a"	0	"15990 N. Greenway-Hayden Loop"	"Suite 600"	"Scottsdale"	"AZ"	"85253"	" "	" "	"DSM2044"	"RPM1211"				" REMOVED FROM AD"	"480-860-2500"	"000-000-0000"	"000-000-0000"	" "
"PAL01"	"Palomino Community Builders, Inc."	" "	0	"6300 E. Bell Rd."	" "	"Scottsdale"	"AZ"	"85251"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"PER01"	"Perricone Development Group"	" "	1	"5628 E. 38th Pl."	" "	"Yuma"	"AZ"	"85365"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-329-1360"	"000-000-0000"	"000-000-0000"	" "
"PUL01"	"Pulte Homes"	"EAST (CSE)"	1	"16767 Perimeter Dr."	"Suite 100"	"Scottsdale"	"AZ"	"85260"	" "	"10642"	"DSM2044"	"RPM1211"	"Scottsdale"	"AZ"		" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	"504"	"15111 N. Pima Rd"
"PUL02"	"Pulte Homes"	"WEST"	1	"16767 Perimeter Dr."	"Suite 100"	"Scottsdale"	"AZ"	"85260"		"10642"	"DSM2044"	"RPM1211"		"AZ"						"504"
"PUL03"	"Pulte Homes"	"TUCSON"	1	"16767 Perimeter Dr."	"Suite 100"	"Scottsdale"	"AZ"	"85737"	" "	" "	"DSM2044"	"RPM1211"				" "	"520-229-6000"	"000-000-0000"	"000-000-0000"	" "
"RES01"	"RES Contracting, Inc."	" "	1	"P.O. Box 4198"	" "	"Prescott"	"AZ"	"86302"	" "	" "	"DSM2044"	"RPM1211"				" Custom"	"928-776-0301"	"000-000-0000"	"000-000-0000"	" "
"RIC01"	"Richmann Construction"	" "	0	"325 W. Railroad Ave."	"B"	"Williams"	"AZ"	"86046"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"RIC02"	"Richmond American"	" "	1	"16427 N. Scottsdale Rd."	"145"	"Scottsdale"	"AZ"	"85254"	" "	" "	"DSM2044"	"RPM1211"				" "	"602-956-4100"	"000-000-0000"	"000-000-0000"	" "
"ROB01"	"Robson Communities"	" "	1	"9532 E. Riggs Rd."	" "	"Sun Lakes"	"AZ"	"85206"	" "	" "	"DSM2044"	"RPM1211"				" "	"623-935-6700"	"000-000-0000"	"000-000-0000"	" "
"ROS01"	"Rosewood Homes Construction, LLC"		1	"8601 N. Scottsdale Road"	"Suite 230"	"Scottsdale"	"AZ"	"85253"			"DSM2044"	"RPM1211"		"AZ"
"SHEA1"	"Shea Homes for Active Adults"		1	"8800 N GAINEY CENTER DR"	"370"	"SCOTTSDALE"	"AZ"	"85258"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"SHEA2"	"Shea Homes"	" "	1	"8800 N. Gainey Center Dr."	"350"	"Scottsdale"	"AZ"	"85258"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-348-6000"	"000-000-0000"	"000-000-0000"	" "
"SPH01"	"Sun Pine Homes"	" "	1	"4605 N. Twisted Trail"	" "	"Prescott"	"AZ"	"86301-8466"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-778-6600"	"000-000-0000"	"000-000-0000"	" "
"STA01"	"Standard Pacific Homes"	" "	1	"6710 N. Scottsdale Rd."	"150"	"Scottsdale"	"AZ"	"85253"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"SUN01"	"Suncor Homes"	" "	1	"80 E. Rio Salado Parkway"	"Suite 410"	"Tempe"	"AZ"	"85215"	" "	" "	"DSM2044"	"RPM1211"		"AZ"		"Changed name from Golden Heritage Homes 6/19/107"	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"TAL01"	"Talas Homes Inc"		0	"2160 E. Kenwood St."		"Mesa"	"AZ"	"85213"			"DSM2044"	"RPM1211"	"Mesa"	"AZ"							"604 W. McKellips"
"TAM01"	"Taylor Morrison"	" "	1	"9000 E. Pima Center Pkwy"	" 250"	"Scottsdale"	"AZ"	"85256"	" www.taylormorrison.com"	" "	"DSM2044"	"RPM1211"				" "	"480-344-7000"	"000-000-0000"	"000-000-0000"	" "
"TDG01"	"Elliott Construction, Inc."	" The Development Group"	0	"11463 Foothills Blvd."	" "	"Yuma"	"AZ"	"85367"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-342-5253"	"000-000-0000"	"000-000-0000"	" "
"TDG02"	"Terraces Townhomes"	"The Development Group"	0	"11463 Foothills Blvd."	" "	"Yuma"	"AZ"	"85367"	" "	" "	"DSM2044"	"RPM1211"				" "	"928-342-5253"	"000-000-0000"	"000-000-0000"	" "
"TDG03"	"Terraces Townhomes, LLC"	"Elliot Homes"	1	"11463 Foothills Blvd."	" "	"Yuma"	"AZ"	"85367"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"TMM01"	"T&M Mohave Properties"	" "	0	"P.O. Box 20850"	" "	"Mesa"	"AZ"	"85277"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-325-8100"	"000-000-0000"	"000-000-0000"	" "
"TRE01"	"Trend Homes"	" "	1	"890 W. Elliot Rd."	"101"	"Gilbert"	"AZ"	"85233"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"TWL01"	"TW Lewis"	" "	1	"850 W. Elliot"	"101"	"Tempe"	"AZ"	"85284"	" "	" "	"DSM2044"	"RPM1211"				" "	"480-820-0807"	"000-000-0000"	"000-000-0000"	" "
"WLH01"	"William Lyon Homes"	" "	1	"8840 E. Chaparral Rd."	"200"	"Scottsdale"	"AZ"	"85250"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"WOO01"	"Woodside Homes of Arizona"	" "	1	"1811 S. Alma School Rd."	" 190"	"Mesa"	"AZ"	"85210"	" "	" "	"DSM2044"	"RPM1211"				" "	"000-000-0000"	"000-000-0000"	"000-000-0000"	" "
"WRH01"	"William Ryan Homes"	" "	1	"9860 S. Estrella Pkwy"	"B110"	"Goodyear"	"AZ"	"85338"	"www.williamryanhomes.com"	" "	"DSM2044"	"RPM1211"				" "	"623-936-9075"	"000-000-0000"	"623-936-9082"	" "
